,reviews.text,Aspects
759,"For under $100 this 8"" tablet is a bargain. I do all I want on it like; check email, Facebook, Twitter, watch YouTube, read books, and shop on eBay or Amazon. I've been very pleased with my purchase.","['bargain', 'email']"
760,Bought this for my wife for our anniversary she loves it,"['wife', 'anniversary', 'love']"
761,I love to read and this tablet work great for my needs.,"['tablet', 'work', 'need']"
762,"I know beforehand that this is not a powerful tablet. But it's the best bargain at this price point . The screen is okay if you just read books, news, or surf the websites. But if you want to enjoy videos-this is not your choice.The processor is slow and the amazon app store doesn't have all the apps like you'd expect from Google appstore- even though the OS based on android. But few tweaks let you install the Google playstore-search online for the steps.Overall I'm satisfied with my purchase. Hope this is helpful.","['tablet', 'bargain', 'step']"
763,"I bought it for my grand daughter, she knew how to use it right away. You can purchase a rubber case in different colors for protection.","['daughter', 'use', 'rubber']"
764,It is just an average tablet. Bit slow but is a good option for people on budget,"['tablet', 'bit', 'option']"
765,Very nice for reading and watching videos. Strong wi fi is a must. Slippery to hold so buy a cover,"['reading', 'watch', 'video']"
766,Tablet stopped working after owning for two weeks. Came back on after an hour.,"['work', 'week', 'hour']"
767,"This device is great for the price! I use it for my daughter and after having seeing the ads on amazon, I thought this would perfect for her.","['device', 'price', 'daughter']"
768,"I think that the Amazon Kindle tablet was a great purchase for my teenage daughter and grandson, very easy to operate. It kept them entertained for hours while we were traveling on the train for vacation.","['purchase', 'teenage', 'daughter']"
769,Great device. Works very well and use it throughout the day.Keeps me informed and great for looking up things and staying in contact.,"['device', 'day', 'inform']"
770,"I love my kindle, I can listen to music,read my emails, or pick a book to read. Everything loads up easily.","['kindle', 'music', 'email']"
771,"I really enjoy my new kindle, still getting used to it.",['kindle']
772,I have done this like 5 times now. Don't send me this ahs8n. Getting aggravating.,"['time', 'ahsn']"
773,"This is an affordable tablet and works well, you just have to deal with a lot of advertising.","['tablet', 'work', 'deal']"
774,"Love how I am able to run the latest Minecraft on this device, but am not able to on a 3-year-old iPad. It seems as apple handy cap their devices. Resolution may not be the best, but for the little buggers it works fine","['device', 'love', 'minecraft']"
775,"I love my Fire HD8 I got it because my Kindle(the original) that my husband bought me died and the Verizon Tablet wasn't working great for me. So I came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but I love it.","['husband', 'work', 'agent']"
776,"Does all the basic stuff I need at a great price. I use it for some apps, web browsing and some video. Picked this over the Fire 7"" for the screen size, resolution and CPU/GPU. Battery life is pretty good. Ads aren't too annoying.Far cheaper than competing name-brand budget tablets while doing almost everything needed at this level and probably better supported. FireOS will always be a little behind the current Android version and I'd rather have Google Play than Amazon, but this still allows for side-loading stuff.Recommend if you're ok with living in Amazon's world and/or proficient enough to load other app stores or packages (or know somebody can).","['stuff', 'app', 'brand']"
777,"this item work just as I expected it to, great product!","['item', 'work', 'product']"
778,"This is the third Fire we've purchased, and Amazon finally made this level memory-upgradable. That has made all the difference. I bought Fire tablets for use as a 'kid tablets', for which they work great...until you run out of memory. 8GB is practically nothing these days (I remember when having 64kb was a HUGE upgrade to my Atari!) so being able to toss in a memory card give my kids much more utility.","['memory', 'tablet', 'fire']"
779,"Have a nook , this is much better has more apps and thru amazon","['app', 'amazon']"
780,I love the size and the HD quality. Just what I was looking for!Downloads apps really fast!,"['size', 'quality', 'app']"
781,Never thought a tablet at this price could be this good. Totally recommended!,"['tablet', 'price']"
782,This is my sixth unit and has features many of the newer models didn't have.,"['unit', 'model']"
783,Thank..............................................,[]
784,"I had the original kindle fire for ten years and I loved it. But it broke on me and I decided on this one after looking at all the upgrades from the original. It let's you do so much more, but some of the tutorials (like for the internet) weren't helpful.","['kindle', 'fire', 'year']"
785,"Lightweight, nice display and not too large to carry.","['display', 'carry']"
786,this is the perfect size for an older person who uses it minimally.,"['size', 'person']"
787,"Good tablet, satisfied. One point annoying...silk browser makes Yahoo email a list and have to tap HTML to read each one...Awkward.","['tablet', 'point', 'email']"
788,I love the apps that are on here and everything else I think it's the perfect tablet for a beginner has all of the apps that you will need,"['app', 'beginner']"
789,Love this tablet. 16GB memory but have expansion slot. Bought 128GB micro SD card for $56. Love this feature,"['tablet', 'memory', 'expansion']"
790,I love Amazon Fire HD8... It is so easy to use and perfect for reading books on or cruising Social Media. I love that it has Alexa included on it.,"['reading', 'book', 'cruise']"
791,"I love my Kindle for reading manga and comics. The fact that the graphics are worse than my phone detracts a little from the expirence, but serves to remind me that I cheaped out and bought yesterday's model. This is not a real negative, it just appeares less crisp than my phone. The increased picture size more than makes up for it in my book.","['phone', 'fact', 'detract']"
792,This thing lasted not even a month before it went dead. Going to try and take it back,"['thing', 'month']"
793,Bought this so the grandkids could use it. They already have one at their house. My husband has been using it also & he likes it. He has never used a tablet before but he has enjoyed it.,"['grandkid', 'house', 'husband']"
794,This is a fantastic tablet for the price. This is a great alternative to an IPad.,"['tablet', 'price', 'alternative']"
795,I had an original Kindle that I replaced with this newer one. I love it!!,[]
796,My 8 year old loves this so much to do on it. She enjoys reading on it play games .,"['year', 'love', 'play']"
797,I purchased this tablet for my 9 year old son and he loves it. Nice bright screen and has two speakers for pretty good sound for a tablet. Great for games and watching videos.,"['tablet', 'year', 'son']"
798,This was purchased on Black Friday as an impulse buy and we absolutely love it! It was a great price and the size of the tablet is perfect. It works great!,"['purchase', 'impulse', 'price']"
799,Great little tablet for someone who is always on the go.,['tablet']
800,I love my tablet no regrets the pic are great I recommend it!,"['tablet', 'pic']"
801,It's a great item to have when you are out and about. It's easy to connect to Wi-Fi and it's small enough to fit in my purse.,"['item', 'purse']"
802,Nice product for the price. It does what we need it to do. Easy to use and handy to have with you instead of a heavy laptop.,"['product', 'price', 'use']"
803,This was a surprise when we opened it up! Bright and colorful!!,['surprise']
804,Nice look. Great memory and camera. For this much money everything is so good.,"['look', 'memory', 'camera']"
805,Bought this for my niece for Christmas. She mostly uses as ereader and checking email.,"['niece', 'ereader', 'check']"
806,I'm happy with my purchase is all I can say. The only complaint I have is that the 3.5 mm Jack is right next to the volume button and it gets in the way.,"['purchase', 'complaint', 'volume']"
807,Good tablet for the price. Nice display good performance.,"['tablet', 'price', 'display']"
808,Loved my first kindle so the upgrade to the new one was practically seamless.,['kindle']
809,This is I think the best product I've bought. I already own eight that I've purchased through the years for my family and they seem to only get better and less expensive in price.,"['product', 'purchase', 'year']"
810,I have been completely satisfied with this product. The quality of graphics is great and downloads are a breeze. I would definitely recommend this product.,"['product', 'download', 'breeze']"
811,"I bought this as a present for a friend, and he uses it all the time. The HD screen is crystal clear, and this tablet competes well with the bigger names.","['friend', 'time', 'name']"
812,My dad is a first time user for anything techie he has really enjoyed it.,"['dad', 'time', 'user']"
813,If you enjoy reading you will not find a better device. Excellent price for a product of this quality,"['device', 'price', 'product']"
814,Bought this for my great granddaughter for a gift. She loves it and it is easy for her to use,"['granddaughter', 'gift', 'use']"
815,Was bought for a Christmas gift. My 11 year old son loves it.,"['gift', 'year', 'son']"
816,"A friend of mine was in the market for a new tablet. I had researched the Fire tab for some time and liked the specs, which met her needs. I decided to buy her one for her b day, SHE LOVES IT!","['friend', 'mine', 'tablet']"
817,"Works great with all the Amazon stuff, like Kindle, Alexa, etc.",['stuff']
818,My kid enjoys the tablet. This one is inexpensive than ipad. The availability of apps are limited.,"['kid', 'ipad', 'availability']"
819,"I love my kindle, it is what I like to use at the end of the day or for business trips. The only annoying things are the amount of advertising the put on this version. It was only $35 for Christmas so I can't complain.","['kindle', 'use', 'end']"
820,im always using my amazon tablet...perfect for games!!!,"['amazon', 'tablet', 'game']"
821,Great price. Fantastic gift! I would recommend this for a gift for all ages.,"['gift', 'price', 'age']"
822,I love to read! Having the Kindle Fire is like having hundreds of books at my fingertips!,"['book', 'fingertip']"
823,Bought this as a Christmas present for my wife. Reads it all the time!,"['wife', 'time']"
824,Great all around tablet. Color and resolution is very nice. Best price for a nice product.,"['tablet', 'color', 'resolution']"
825,Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.,"['son', 'birthday', 'gift']"
826,"This was an impulse buy. While getting a bigger, faster and much better tablet for my wife I decided I'd get this for myself. It did the job just fine, but after about a week I returned it. I just didn't find myself using it wnough to warrant keeping it. The price is awesome and if you don't mind it being a bit slower than other, much more expensive, tablets then I don't think you can go wrong.","['impulse', 'buy', 'tablet']"
827,I use this all the time. So much better than bringing out the laptop.,"['time', 'laptop']"
828,"This tablet is definitely recommended if you are looking for light to medium usage. Tablet is snappy and quick but slarts to lag after installing multiple apps.Amazon app store is good but there are few essential apps that are not available, though you can install them using black market.","['app', 'tablet', 'look']"
829,Nice it all ready has Amazon and apps built in. Great buy.,"['app', 'buy']"
830,Bought this tablet for my wife and she absolutely loves it. I also use it for school which works great with writing notes directly on PowerPoints,"['wife', 'school', 'work']"
831,So far so good. This is replacing a broken kindle fire.,"['kindle', 'fire']"
832,Bought this for my husband. He has really enjoyed it.,['husband']
833,Great for my son. I monitor school work and apps he downloads.,"['son', 'school', 'work']"
834,"I love my kindles. This is the 4th one. The others I wore out. I enjoy this one the most . Easier researching things , lot more options etc","['kindle', 'research', 'thing']"
835,Very good value tablet. Does everything pretty well. Brightness isn't great. Battery takes a while to charge but lasts forever. Decent buy. Would recommend.,"['value', 'tablet', 'brightness']"
836,Really enjoy my kindle. Fits perfect in my purse and the screen is a good size.,"['kindle', 'purse', 'screen']"
837,I bought this for Christmas for my husbandand now I 've had it for months. I am still happy with this purchase. It has a nice screen and is easy to see what you are viewing. I will be buying another one for myself soon.,"['husbandand', 'month', 'purchase']"
838,I really like the feel and ease of use. It's a great tablet for the price.,"['ease', 'use', 'tablet']"
839,This is a great tablet. I was surprised at how efficient and easy to use it is. I bought 8 of these for gifts to make Bible study easier for a bunch of friends.,"['tablet', 'use', 'gift']"
840,We purchased this for my wife's mother. She likes to play games on it and do some reading.,"['wife', 'mother', 'play']"
841,Needed a new Kindle. Wasn't sure what one to choose. This one is GREAT!,[]
842,This product is OK but is not the best you can get. for a sale item fine. battery life seems to be a little short. Bottom line.....So so,"['product', 'sale', 'item']"
843,So far I am extremely satisfied with my purchase. Great product for a great price!,"['purchase', 'product', 'price']"
844,I use this while underway and it's a perfect size to travel with,"['size', 'travel']"
845,Love it. Great gift. Awesome for those who don't have a tablet or never used one,"['gift', 'tablet']"
846,Works great with my amazon prime account and for browsing Internet and playing game. Cheap tablet as well.,"['account', 'internet', 'playing']"
847,"Had it for about a week and now it won't take charge, tried new chargers and still not taking charge. Happy with tablet but unhappy about not chatging","['charge', 'week', 'charger']"
848,Overall I think the Kindle Fire HD is a great product. No complaint so far.,"['product', 'complaint']"
849,I am extremely happy with my purchase. The kindle is very fast and the screen is clear.,"['purchase', 'screen']"
850,"Great tablet, fast & reliable. Only downfall is having to pay to remove adds.","['tablet', 'downfall', 'remove']"
851,It all of a sudden has stoped charging I have only used it a few times in the short time off purchase. Can I get a replacement or how best can I be helped,"['time', 'charge', 'purchase']"
852,"The Fire HD8 tablet is so easy and fun to use. Take it everywhere. Love that it is easier to see than a cell phone, for those with old eyes.","['tablet', 'fun', 'use']"
853,My wife's mom wanted a tablet. This was a great way to get her into technology and she LOVES it. Not iPad or galaxy but good start.,"['wife', 'mom', 'tablet']"
854,I purchased b/c my old kindle fire finally bit it ...screen went dark. Very happy with this one. Cost is great. The screen resolution is great. User friendly. My favorite feature is the SD card so you can add more gb.,"['screen', 'c', 'kindle']"
855,Bought it for my daughter. Works great Store personnel did an excellent job,"['daughter', 'personnel', 'job']"
856,This is a reliable brand and a good product for price.,"['brand', 'product', 'price']"
857,Our son just LIVES this unit. He has all his favorite games on it.,"['son', 'unit', 'game']"
858,"I bought this kindle for the extra size. I have recently been having trouble with seeing clearly so I figured with the size it may be easier. It was and I really like being able to change the color of the fonts and background, it seems to help immensely.","['size', 'trouble', 'change']"
859,Great budget tablet at a great price. Long battery life and high quality display.,"['budget', 'price', 'battery']"
860,"I traded this in after receiving a 7"" at Christmas and I am happy I did. I love the size of the screen for reading my books (which I have too many of) and a great size for watching movies. I do wish I had the capability to use internet when I am away from home, yet other than that, this is a great buy.","['size', 'screen', 'reading']"
861,"Overall I like the Fire HD8 tablet, hard to beat at that price point. Sure the more expensive tablets are faster, brighter, better, but for the money and casual surfing it is just right. Good companion to Prime Membership, wouldn't be half as good without.","['tablet', 'beat', 'price']"
862,This is great tablet. Its great for people who don't need a lot of apts. or store a lot on it. Doesn't over heat. Light weight.,"['lot', 'tablet', 'people']"
863,I was going to get a Samsung tablet but for doing everything this is better,[]
864,amazon tablet is great. no google bloatware. everything is amazon. one thing i didnt like was. ads on the lock screen and no way to turn off.,"['amazon', 'thing', 'ad']"
865,"Bought this tablet to replace a 3 year old Galaxy Tab. This tablet is quick and easy to use, relatively streamlined. The screen is nice and the stereo speakers, while tiny, sound better than my old tablet. The modified Android system that Amazon is running on this tablet is good, just a bit restrictive. All in all a good tab for general browsing and popular apps.Pros:-Price-Performance-Feels sturdy-Easy to navigate-Silk browser works greatCons:-Not all apps are supported on here, like Telegram-Ads on lock screen feel unnecessary, but not a hindrance-Not as customizable as other Android tabs","['tablet', 'screen', 'app']"
866,"I needed to replace my old reader, and found that this model was just as good. if not better, and at a greatly lower price. I have enjoyed using it for about a month, and am very please with it.","['reader', 'model', 'price']"
867,I didn't expect anything less than what I got with this Kindle.,[]
868,Bought this for my daughter to replace a worn out ipad. She is happier with the size. The resolution is nice. Great buy for the price,"['daughter', 'replace', 'ipad']"
869,This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,"['tablet', 'piece', 'member']"
870,"I have only used this a few times so far, but I like it. The lightweight and pretty easy to navigate. Perfect screen size too. I ended up purchasing a second one for my fiancé.","['time', 'navigate', 'screen']"
871,The size of this table is great I'm able to carry it in my purse with no problem!,"['size', 'table', 'purse']"
872,Really nice customer first service. I have had other Kindle readers before so was familiar with the unit.,"['customer', 'service', 'unit']"
873,"I bought this tablet mostly for watching movies. I downloaded movies from Netflix and watch them during indoor bike training at the gym. I love the ability to expand the memory with a microSD card, which iPads do not. It's pretty fast and has all the features I need. I read kindle books with it as well. The drawback is that some apps are not compatible with this device. The iPad is definitely more powerful and compatible with many apps I use, but this is a great tablet for most of my current interests.","['movie', 'bike', 'training']"
874,"Before the 8 inch kindle we the old 7 inch one, which both tablets are great but this one so much nicer. The screen is bigger, more storage amd Love the color on the back. Great Tablet","['inch', 'kindle', 'screen']"
875,"I'm enjoying the longer battery life, faster processing and most of all the ability to expand the memory. Highly Recommended!","['battery', 'life', 'processing']"
876,She loves it . it's the best thing we could of ever brought her,['thing']
877,Bought this tablet for my son and he has loved it. It's so easy for him to use and easy for me to set parental controls.,"['son', 'use', 'control']"
878,Nice little tablet for the money. A few ads to deal with.,"['tablet', 'money', 'ad']"
879,I use it to read books. Have read a lot of books on it. The right size and lighting for any situation.,"['book', 'lot', 'size']"
880,I bought this for my computer loving 89-year-old dad. Now he can check his emails from his chair rather than having to go into his computer room!,"['computer', 'love', '-year']"
881,"Bought on Black Friday for $60, add a trifold case, portable TV while I do dishes/cook/anything","['trifold', 'case', 'tv']"
882,Got this when it was on sale which is what really made it worth getting.,['sale']
883,"Tablet works well, slim design is perfect. Highly recommended to purchase this tablet.","['work', 'design', 'purchase']"
884,Perfect purchase for me. I take it everywhere and is so easy to use!,"['purchase', 'use']"
885,"Purchased this a couple of weeks ago, no complaints so far. Web pages load pretty quickly on the Silk browser, and the battery life is excellent. After installing Google Play Store (it's really easy!) even more apps are available. Can't beat this for under a hundred dollars!!!","['purchase', 'couple', 'week']"
886,"After having a basic Kindle for 6 years, I moved up. I am thrilled with all this product can do. I am an avid reader. The Fire let's me do that and lots of other things. I am still finding apps, and other things it will do. I know this sounds ""old fashioned"", but it would be great to have a user's manual! Thanks for asking.","['thing', 'year', 'thrill']"
887,Bought as a replacement kindle for my mother in law. She loves it perfect size for her.,"['replacement', 'kindle', 'mother']"
888,This is my 4 the Kindle and is well worth the price.,['price']
889,My wife loves this tablet.Much easier to use than previous 2 tablets that we purchased.,"['wife', 'use', 'tablet']"
890,It's great!! Light weight! Charges quickly! Great features!,"['weight', 'feature']"
891,Will not seem to charge all the way and this is my 7th Kindlle.,"['charge', 'way']"
892,Nicer than my old fire. Better screen area to view,"['fire', 'screen', 'area']"
893,My husband and I both use this and really love it. We got kindle unlimited for the books but it's also great for playing games and surfing the web too.,"['husband', 'kindle', 'book']"
894,Love my new Kindle Fire - easy to use - the battery life is amazing!!,"['use', 'battery', 'life']"
895,Perfect size for reading watching movies and carrying on a plane,"['size', 'watch', 'movie']"
896,I upgraded from a 7 to an 8 inch. What a difference. Totally satisfied would recommend this to everyone I know,"['inch', 'difference']"
897,and it out performs some of the bigger name brand tablets out there. if you looking for a good video and somewhat customizable tablet at a great price do not pass this up.,"['tablet', 'name', 'brand']"
898,"If you need a basic tablet then the fire works. It falls apart when compared to the iPad mini from a usability, functionality and available apps standpoint.","['tablet', 'fire', 'work']"
899,"Worked great but after awhile I wouldn't unlock. After I'd enter my pin, the screen would go black. I took it to geek squad (luckily I bought the protection plan!) and told me they don't fix them they just replace them. So I got another one but that one did the exact same thing. Ended up returning that one too.","['pin', 'screen', 'protection']"
900,"seems a lot better, does not have the open cover feature, which I miss, but still getting used to the differences and trying to get my thing back on that I had on the old 1","['lot', 'cover', 'feature']"
901,"Really easy to use, nice size, works great, affordable price, extra card slot for storage, bright screen, good speakers, easy to download apps,","['use', 'size', 'price']"
902,"This is my third Kindle. My sister bought me my first one and I said I didn't need it and probably wouldn't use it. I was so wrong! I use it everyday. When it died, I bought another one and then a third. I can't live without a kindle.","['sister', 'third', 'kindle']"
903,I bought the kindle fire 8 for my husband and I to use. Neither one of us have been able to figure out how to use it. Every time we open it advertisements pop up. And we just try buttons to remove it. We cannot get it to rotate for our puzzles. Just too complicated to use and to navigate around. I will be returning it. We have an iPad and it's much easier.,"['kindle', 'fire', 'husband']"
904,"bought this for my niece and it works perfect, she easily navigates all menus and features...","['niece', 'work', 'menu']"
905,An inexpensive tablet that can satisfy your reading and viewing pleasure. Fast and good quality product. Recommended!,"['tablet', 'satisfy', 'view']"
906,"Bought this for my 2 yr old. Easy to use. Good parental controls. As long as you're not comparing it directly to an iPad, then it's a pretty good tablet for the $$","['yr', 'use', 'control']"
907,"like it at first, but it is going slow sometimes. overall good product",['product']
908,We bought the tablet for our kid and it actually is good for her.,"['tablet', 'kid']"
909,"Great little tablet to take with you, great for kids","['tablet', 'kid']"
910,Only problem is that it is impossible to read or do anything on the KindleFire with any light in the room at all; far worse than impossible in sunlight. There should be some sort of temporary screen or other add-on that can be used with the device when in sunny or bright locations.,"['problem', 'light', 'room']"
911,I like this and the price is right enjoying it now,"['price', 'enjoy']"
912,I Bought this as a gift for my daughter! She is diabetic and losing her vision. I am hoping the large text will be easier for her to see so she keeps reading.,"['gift', 'daughter', 'lose']"
913,I have ordered a couple of these for my family members and say that they work great and do everything that they are supposed too. Highly recommend.,"['couple', 'family', 'member']"
914,I have a nexus 9 but it is painstakingly slow so I wanted something that does not lag Everytime I try to use the browser and does not freeze whilst playing games and this gets the job done very well. The battery life is also very good. Highly recommended for casual browsing and games.,"['game', 'browser', 'freeze']"
915,"Great tablet, only thing needed is a better camera. However, for the price, it can't be beat.","['tablet', 'thing', 'camera']"
916,"Lightweight, performant, and packed with features. This device is great for reading, music, or movies on the go as well as web browsing and email.","['Lightweight', 'performant', 'pack']"
917,"Easy to use, like lighted screen for reading in dark","['use', 'screen']"
918,Better than I expected for the price. Works good and I would fully recommend,['price']
919,I am very satisfied with this product. It performs extremely well in all areas of its operation.,"['product', 'area', 'operation']"
920,We bought one of these for my daughter to help with her learning. There are so many possibilities with this. It's way cheaper than an Ipad and does basically the same thing.,"['daughter', 'help', 'possibility']"
921,"I absolutely love my Fire tablet. Great size, lots of space and a great reader. I can't recommend this product enough.","['tablet', 'size', 'lot']"
922,"I like this tablet, its thin, light and easy to use. It's great for kids and adults as well.","['tablet', 'use', 'adult']"
923,Have been pleased with my purchase of the Fire HD8 as it's video quality is great when viewing ESPN3/Netflix/YouTube Tutorials.The ability to easily load and read my saved textbooks within the Amazon Kindle App is fantastic for a fraction of the price for an IPAD. : ),"['video', 'quality', 'view']"
924,The first Fire HD8 we purchased died within 1 week of purchase. We had to go back and exchange it for a new one. Not a good sign so far.,"['purchase', 'week', 'exchange']"
925,I I bought this for a friend since she liked mine so much.It is a great way to check emails and read Kindle e-Books.I keep an SD card in mine and store my books on it. You can just drop this in your purse to read on the go.,"['book', 'friend', 'way']"
926,"Husband is a first time user, he is doing really well with it.. He has low vision problems and this made reading his favorite books a lot easier to read.","['husband', 'time', 'user']"
927,It's actually a very good product for a decent price. Not lightning fast but it is okay for everyday use.,"['product', 'price', 'use']"
928,Love customer service very knowledgeable and helpful,"['love', 'customer', 'service']"
929,Very good tablet for the price economical and the ability to carry in backpack,"['tablet', 'price', 'ability']"
930,"I bought this Kindle for my husband's birthday. I have had a Kindle since 2013 and I used it mostly to read and check emails while travelling. My husband is not particularly a book reader, but he spends way too many hours alone, in his office, reading his face book messages. Now, with the new Kindle he actually multi-tasks, in the living room, on facebook, email, and internet, at least in proximity to me, so he might even join me in a conversation! I think his Kindle has much imporoved our 35 year marriage!","['husband', 'email', 'book']"
931,It is easy to use. It was cheap. Have not found anything about it that I do not like.,['use']
932,i really love this product because it lets me read books and surf the net,"['product', 'surf', 'net']"
933,"Love this tablet. Bought it to be my touch screen remote for my harmony hub, but use it for so much more now.","['touch', 'screen', 'harmony']"
934,make sure you buy a micro sd card with at least 64 gb of memory. or you will have to constantly delete old items.,"['micro', 'card', 'memory']"
935,"This is a good product but the one I bought stops working after three or four typed sentences and the Geek Squad guy told me when I brought it back that I had to go into settings and clear the data when it does that. WRONG ANSWER. That should never have to be done. He had no idea what he was doing and North Haven Best Buy didn't offer to fix or replace my Kindle. This is the third product I have had to go back and either return or exchange because it wasn't working properly or at all. One manager tried to excuse the store by asking me if I understand Best Buy doesn't actually manufacture these products. If that is the best they can do to explain why they, as the Point of Sale, keep selling defective products, the North Haven store has a big problem.","['product', 'work', 'type']"
936,like the speed the 8 inch screen is great. Works well.,"['speed', 'inch', 'screen']"
937,Up and coming new technology helps everyone to enjoy life more greatly,"['technology', 'life']"
938,This is the perfect tablet for my purposes. Easy to use and the perfect size. Not too large and not too small.,"['tablet', 'purpose', 'size']"
939,This device is s really good piece of electronic. It is a good reader and also is very good for my 2 year old granddaughter to use.,"['device', 'piece', 'reader']"
940,"For my son as a present for college books. 5 textbooks were 1/4 the price on kindle than if we bought them on Amazon, this is my third kindle. Other two still working great,","['kindle', 'son', 'college']"
941,"I bought this to replace a 7""fire hd tablet that broke. Amazon changed the operating system so it took me a while to figure it out. I set this up for my son with special needs. I tried to make it as simple as possible for him. It is a little bigger. The sound isn't as good as the previous fire tablet. It also seems very slippery. I got a rubber honeycomb type cover for it. That seems to help us to grip it better. Over all, it's a good tablet for a child. Just use parental controls, and get a good cover for it.","['fire', 'tablet', 'replace']"
942,"Reciever of this really likes and and says its a step up from the fire hd7, so I guess that is what counts.","['step', 'fire']"
943,"My bf got me this as a birthday present from my son. It's just like my 7"" although larger. I cannot tell the different between the regular and the HD and I game on it. I'm not sure if it cost more, but wouldn't waste the money if it did.","['bf', 'birthday', 'son']"
944,"Noticeable improvement over the fire 7 inch. If you're a first-time tablet owner then the fire 7 inch is a great device. But if you've owned a tablet with higher specs, there is a noticeable improvement with the fire 8 inch . The Fire 8"" has a better display and faster processing.","['fire', 'improvement', 'inch']"
945,Very satisfied for $39.95 sales price. Way faster than I expected.,"['sale', 'price']"
946,"I purchased this for a small child to use. She is quite happy with it, however it was a little too slow for my taste.","['child', 'use', 'taste']"
947,"My new Kindle is an upgrade from my 7 year old Kindle Fire. As to be expected the video quality is better along with faster performance and more features. I still use my old Kindle as it is still ticking but the ""shiny new toy"" is fun.","['year', 'video', 'quality']"
948,"This is the second Fire tablet that I have purchased. The first I returned in after I was not able to load YouTube onto the tablet. Amazon's take on Android was just to unfriendly to make it work. With this new tablet, Amazon has heard my concern and now I'm enjoying this tablet. It's well built for a sub-$100 device, but won't stand up to a lot of abuse.","['tablet', 'load', 'work']"
949,"Reliable, price efficient device. Easy to use for all ages.","['price', 'device', 'use']"
950,"I can play games, surf the internet or watch movies. I can check my e-mail or just about do anything I can do on a regular computer.I strongly recommend it.","['game', 'internet', 'watch']"
951,"This is a terrific tablet at a great price. The quality is excellent, the price is right, it has tons of storage capacity. And oh, did I mention that it's cheap? (Cheap for a tablet, that is.)","['tablet', 'price', 'quality']"
952,Had a great experience with my Best Buy rep! Great Job!,"['experience', 'rep']"
953,"Small, portable and very easy to use. I have not had any issues as of yet.",['use']
954,I purchased this product on a whim with a very limited purpose which was to study for an exam while in the middle seat on a long flight. I expected to hand it to my 10-year old after my exam. The surprise was that really enjoy the device and in particular I like the Amazon account integration: On my next flight I was delighted to find that the unit actually downloads my videos for offline viewing! The best part is that I upgraded the memory with a 64GB SD card so now my available content is awesome! Truth is that my first unit inexplicably failed but Best Buy replaced my unit right away and I expect great things with this new device! My son also uses it on long trips!!!,"['unit', 'exam', 'flight']"
955,"I bought the HD Fire 7 for my wife,I liked hers decided to buy the Fire HD 8 for myself I love it.Nice graphics easy to use.","['wife', 'use']"
956,Able to download music and movies free!!!!!!!!!!!!,"['download', 'music', 'movie']"
957,"I have used the Kindle mostly for reading. I have downloaded books from Amazon, some free some purchased, that I have heard about for years and now will read. I have also read Manga from the Internet. My use of the internet has also included looking up gardening hints, animal care, and dog breed characteristics.","['book', 'purchase', 'year']"
958,Need to have some computer savvy. Wound be much more helpful if it came with a simple basic instructions.,"['computer', 'instruction']"
959,This was a gift for my son and he loves it. It not only helps him with his homework but he could also play games on it!,"['gift', 'son', 'homework']"
960,"You cannot top the value at this price point with any other tablet. The only reason I give it 4 stars instead of 5 is the limited app selection through the amazon app store. If this came with the google play store, I would give it a 5 in a heartbeat. Overall it is a great tablet at this price point. I would highly recommend it.","['price', 'point', 'tablet']"
961,Great for my mom who isn't tech savvy. Luv it! :-),"['mom', 'tech', 'luv']"
962,Very smooth tablet no lag at all also good battery.,"['lag', 'battery']"
963,Love the kindle will continue to buy them for my family,"['love', 'kindle', 'family']"
964,"awesomeness, love how i xan watch my xfinity movies","['awesomeness', 'movie']"
965,This tablet is not only a great price but exactly what I needed for quick Internet access and to download books !,"['tablet', 'price', 'internet']"
966,I purchased the Amazon Fire HD 8 to replace my 2nd generation Kindle Fire. It works great and the colors are sharp.,"['replace', 'nd', 'generation']"
967,The 8 is bigger and lighter weight than my old 7 and the battery life is longer. It also has more storage and a camera. Love it!,"['weight', 'battery', 'life']"
968,"I lost my tablet in Germany and wanted a replacement fast. Best Buy, had both the 7 and 8 inch Kindle fires in stock, after reading the reviews, I decided to go with the 8 inch. Boy was I glad that I did, the larger viewing area, is great for watching movies and Netflix on the airplane. The 8 inch has stereo sound , unlike the 7 inch which has only mono. Overall I am really happy with this tablet","['inch', 'replacement', 'fire']"
969,Pros - HD quality for low price. Works really well with my Amazon account to access multiple Amazon features with extreme ease. Couldn't be happier. I have iPads too which are extremely versatile but they came with a big price but not this tablet. Love it!,"['price', 'quality', 'work']"
970,"We bought this one and a black one for our kids. It's very durable and good price for the quality. For myself personally, I still prefer my iPad, but if on a budget, you won't regret the investment. It's so simple I sometimes struggle using it. The free time experience is awesome for little ones and I can set parameters, which is a huge bonus. For a first-time tablet user, this is a solid product.","['time', 'kid', 'price']"
971,"A very good product by amazon. Considering the price, even better.","['product', 'amazon', 'price']"
972,"Good for watching movies, reading books and playing games but don't expect to do much more. Everything else can be a challenge and it can get laggy and once in a while it'll just shut down a program or completely reboot.","['watch', 'movie', 'book']"
